"Peaks significantly differentially enriched (DESeq2 nominal p < 0.1) in control, whole embryos compared to U0126-treated, PMC-minus embryos. Column 1: DNase-seq Peak Name: peak number, obtained from DNase-seq RPS peak names.",,,,,,,,
DNase Peak Name,Scaffold,Start,End,baseMean,log2FoldChange,lfcSE,stat,pvalue
87472,Scaffold327,647894,648539,22.89238239,0.580568362,0.243037648,2.388800113,0.016903496
114205,Scaffold505,124030,124349,6.911143265,0.517795513,0.217059779,2.385497285,0.017056048
94030,Scaffold36,803184,805593,95.65929104,0.460953617,0.193298779,2.384669055,0.017094492
11792,Scaffold118,90223,91900,252.7520291,0.345018981,0.144771442,2.383197796,0.01716297
46465,Scaffold18745,314,930,17.83645914,0.580286561,0.243618352,2.381949291,0.017221269
104498,Scaffold431,185382,188861,208.0230561,0.379794243,0.159522212,2.380823568,0.017273983
122392,Scaffold578,169647,174824,259.7175529,0.35241985,0.148031173,2.380713755,0.017279133
61483,Scaffold2284,7944,10002,257.5625633,0.35809091,0.150513351,2.379130549,0.017353529
40477,Scaffold1733,173189,174582,52.10086004,0.519050618,0.218169925,2.379111689,0.017354417
38846,Scaffold17,91989,92662,25.04366377,0.57455848,0.241526244,2.37886563,0.017366005
93652,Scaffold358,70112,70710,25.47431157,0.575306667,0.242627197,2.371154903,0.017732598
48663,Scaffold192,880626,881739,30.0814876,0.562834904,0.237441131,2.370418732,0.01776795
49615,Scaffold195,525862,526603,13.80981304,0.567382384,0.239366093,2.370354032,0.01777106
126725,Scaffold62,548207,552193,94.03178147,0.455818168,0.192440339,2.368620683,0.017854554
26758,Scaffold1434,179137,180092,33.26256679,0.558702448,0.235930329,2.368082355,0.017880555
106146,Scaffold444,638192,638898,23.01150221,0.57533751,0.243078929,2.366875291,0.017938976
127704,Scaffold629,239811,240559,23.76960284,0.571443766,0.241818503,2.363110184,0.018122281
41571,Scaffold176,626088,629778,259.3678503,0.353998613,0.149905374,2.361480477,0.01820213
156961,Scaffold996,274930,275724,28.04274971,0.56773881,0.240574945,2.359924929,0.018278634
77987,Scaffold2858,7966,8206,8.989169552,0.533401944,0.226338253,2.35665839,0.018440202
126249,Scaffold615,226037,227069,58.30150746,0.540218166,0.229277368,2.356177463,0.018464094
40450,Scaffold1733,65561,65702,3.66115323,0.426702284,0.181250066,2.354218647,0.018561689
118588,Scaffold544,607505,609762,113.7952291,0.44176356,0.187663048,2.354025283,0.018571348
11054,Scaffold1165,129476,129828,17.45217036,0.569820092,0.242417096,2.350577174,0.01874432
140248,Scaffold766,157315,160322,235.793782,0.365352647,0.155489121,2.349699101,0.018788593
136136,Scaffold713,286924,289314,109.5631843,0.437117762,0.186045937,2.34951522,0.018797876
2561,Scaffold1029,365742,371027,266.9602365,0.366499928,0.156049993,2.348605865,0.018843842
6159,Scaffold1085,344929,347509,218.9323832,0.399681977,0.170250918,2.347605415,0.018894526
113180,Scaffold5,878332,878473,5.873931048,0.4880501,0.207969904,2.346734268,0.018938756
79899,Scaffold294,363600,363908,10.48775384,0.545854104,0.23261932,2.346555327,0.018947853
11612,Scaffold1176,124819,133149,502.9516465,0.309104554,0.131992034,2.341842501,0.019188811
31079,Scaffold153,1130121,1130946,16.71202803,0.567578284,0.242371422,2.341770655,0.019192505
24569,Scaffold1396,503439,507127,288.1386163,0.343683053,0.14684103,2.340511052,0.019257368
35391,Scaffold162,414270,415195,33.83617842,0.551318628,0.235642456,2.339640475,0.019302311
18895,Scaffold1297,183552,188121,245.6704264,0.353578357,0.151156333,2.339156755,0.019327322
116114,Scaffold520,382245,383190,42.87387315,0.538092941,0.230072509,2.338797211,0.019345931
138325,Scaffold742,96561,97023,12.25849013,0.554471986,0.237080144,2.338753373,0.019348201
127047,Scaffold622,107317,107622,9.306385356,0.533835155,0.228532438,2.335927277,0.019495032
144107,Scaffold816,35009,35350,13.88433889,0.557767243,0.238898703,2.334743701,0.019556814
15524,Scaffold1239,64582,64982,14.23781047,0.561642206,0.240579563,2.334538307,0.019567553
131060,Scaffold66,966993,967347,10.74103806,0.543216252,0.232842745,2.332974778,0.019649469
97070,Scaffold38,100056,102082,72.74394624,0.479446389,0.205550099,2.33250381,0.019674203
126291,Scaffold616,52662,57879,428.2107799,0.308133316,0.132121988,2.332188011,0.019690803
8306,Scaffold1120,29804,30935,30.51880042,0.55669064,0.238765632,2.331535883,0.01972512
5076,Scaffold107,280550,280958,15.51170305,0.563722982,0.241916146,2.330241248,0.019793404
8185,Scaffold1119,181243,181536,11.29278687,0.541214918,0.232336102,2.329448214,0.019835333
105969,Scaffold443,104845,105654,31.52556673,0.559632906,0.240321984,2.328679622,0.019876044
45458,Scaffold185,601857,602829,87.14964455,0.450153632,0.193418942,2.327350301,0.019946629
98889,Scaffold390,160827,161059,7.581155384,0.516498112,0.222239388,2.324061987,0.020122172
77431,Scaffold283,403400,407756,383.6259793,0.310231377,0.133588826,2.322285373,0.020217575
93341,Scaffold356,385136,387804,201.4551546,0.421114891,0.181372039,2.321829171,0.020242136
102197,Scaffold413,41113,42248,47.34484304,0.516204605,0.222359907,2.321482377,0.020260824
10391,Scaffold1156,95325,98306,263.4942442,0.354262947,0.152696767,2.320042225,0.020338593
142137,Scaffold790,203468,203959,16.84344771,0.56295166,0.242695325,2.319581805,0.020363511
118583,Scaffold544,596771,601173,187.9144736,0.37164465,0.16054766,2.314855596,0.020620836
125225,Scaffold605,459493,462446,126.6720395,0.419134338,0.18141861,2.310316106,0.02087066
143976,Scaffold813,258687,259431,32.98946584,0.546454439,0.23684311,2.30724229,0.021041317
110330,Scaffold477,429385,441002,1576.433171,0.249523497,0.10819423,2.306255119,0.021096381
114582,Scaffold509,296425,297173,23.14068115,0.561141342,0.243334899,2.306045467,0.021108092
54474,Scaffold207,462859,463290,14.73029199,0.556974316,0.241662857,2.304757639,0.021180151
144114,Scaffold816,63085,65128,89.98339151,0.447834013,0.194308631,2.304756153,0.021180234
97542,Scaffold382,358176,358581,15.39091311,0.554245324,0.240607482,2.303524892,0.021249328
132712,Scaffold68,555548,556686,40.38083775,0.526753939,0.228678464,2.303469816,0.021252424
24549,Scaffold1396,438430,439217,67.79303169,0.488815175,0.212333425,2.302111286,0.021328897
102758,Scaffold418,344315,344757,14.48103007,0.552534519,0.240086088,2.301401649,0.021368939
18888,Scaffold1297,166680,167416,23.0399701,0.557689701,0.24254719,2.299303905,0.021487688
8767,Scaffold113,374137,375363,86.70509312,0.461325651,0.200723235,2.29831714,0.021543746
118058,Scaffold54,1196657,1197550,32.76687907,0.547940017,0.238414171,2.298269495,0.021546456
79240,Scaffold291,101942,103332,59.60861166,0.488200679,0.212522009,2.29717703,0.021608673
8180,Scaffold1119,142063,142418,10.80526031,0.540964315,0.235512153,2.296969854,0.02162049
11333,Scaffold117,1067370,1067689,9.996723747,0.532843521,0.232019423,2.296547043,0.021644623
86913,Scaffold324,285335,285659,17.92944066,0.557456679,0.243288514,2.291339895,0.021943763
19356,Scaffold130,560436,561148,18.97369935,0.557981574,0.243550716,2.291028267,0.021961779
149220,Scaffold884,314154,314510,6.596757475,0.493542272,0.215496412,2.290257495,0.022006394
5372,Scaffold1073,153198,153658,9.343931275,0.529164388,0.231164353,2.289126243,0.022072018
65089,Scaffold2398,31082,32008,23.16054855,0.555636304,0.242747034,2.288951977,0.022082143
105807,Scaffold441,174735,175244,16.27391372,0.553166482,0.241699076,2.288657822,0.022099241
116394,Scaffold523,52163,53979,105.8517369,0.451817851,0.19742409,2.28856494,0.022104643
11966,Scaffold1181,220199,222306,178.7183659,0.393472601,0.17203486,2.287167852,0.022186028
51501,Scaffold2,214133,216284,77.34978222,0.477433766,0.20876547,2.286938385,0.02219942
89431,Scaffold336,112456,113445,37.02116879,0.527280993,0.230813288,2.284448168,0.022345205
68437,Scaffold25,1138055,1138611,15.00639131,0.551648752,0.241830375,2.281139216,0.02254021
127789,Scaffold63,191449,193789,83.94638756,0.449481096,0.197114389,2.280305857,0.022589555
54673,Scaffold2077,139607,141144,88.30876187,0.45285387,0.198598959,2.28024292,0.022593285
111298,Scaffold484,51635,52262,26.19155596,0.554641165,0.243370614,2.278998093,0.022667179
155968,Scaffold981,137395,141867,507.5115458,0.281715235,0.123731847,2.276820735,0.022796933
101339,Scaffold406,212933,213280,10.73465257,0.534739285,0.235130847,2.274220041,0.02295276
15523,Scaffold1239,62701,63542,30.15838751,0.539889152,0.237510718,2.273114901,0.023019257
4697,Scaffold1063,238865,239077,3.805200625,0.404194116,0.177818223,2.273074763,0.023021675
35399,Scaffold162,452379,453709,52.53359443,0.49705232,0.218724081,2.272508433,0.023055819
63573,Scaffold234,981186,982684,46.25203829,0.508859412,0.224202357,2.269643455,0.023229225
128262,Scaffold632,250101,252830,97.23218057,0.443972041,0.195701871,2.268614183,0.023291798
16237,Scaffold1252,96216,96963,11.05568457,0.533558418,0.235830029,2.262470223,0.023668367
42783,Scaffold179,418443,419775,66.24353955,0.480008909,0.212288008,2.261121176,0.023751754
34175,Scaffold16,194738,194962,6.226087987,0.470419478,0.208171204,2.259772093,0.023835399
5070,Scaffold107,260665,260730,3.599971916,0.404550363,0.179161111,2.258025531,0.023944068
125483,Scaffold608,180666,181396,7.45474958,0.501117694,0.222036237,2.256918515,0.024013167
63572,Scaffold234,980428,980550,4.547352824,0.44066289,0.195267912,2.256709184,0.024026253
116830,Scaffold528,426369,429828,367.8706463,0.354993899,0.15731863,2.25652803,0.024037582
125381,Scaffold607,290210,291138,24.40936924,0.545114265,0.2416351,2.255939907,0.024074395
97650,Scaffold383,77923,78517,14.84592025,0.5454777,0.24212034,2.252919764,0.024264208
68795,Scaffold251,185124,186267,33.23994872,0.538531212,0.239040524,2.252886678,0.024266295
69814,Scaffold255,48605,50062,23.98802453,0.547522881,0.243038899,2.252819954,0.024270504
35272,Scaffold162,23684,24463,6.097402931,0.470168385,0.208945161,2.250199924,0.024436257
51989,Scaffold20,1404343,1405229,101.7280007,0.42123527,0.187244286,2.249656205,0.024470778
81508,Scaffold3,2046801,2047855,49.53553995,0.498582887,0.221709895,2.248807555,0.024524742
63227,Scaffold2333,6367,7924,60.9437416,0.47156219,0.209932259,2.246258831,0.024687434
11159,Scaffold1168,109873,111387,54.51843612,0.490624865,0.218540331,2.245008342,0.024767597
61209,Scaffold2272,26546,27932,42.03766411,0.506882549,0.225819672,2.244634161,0.024791628
58796,Scaffold220,72403,75624,191.9491063,0.351574678,0.156890054,2.240898448,0.025032654
47748,Scaffold190,94106,94894,23.36179142,0.543059198,0.242399181,2.240350797,0.025068158
50622,Scaffold198,201564,201899,12.82156811,0.532505561,0.237821153,2.239100912,0.025149351
150795,Scaffold901,89064,89614,18.43641531,0.545570838,0.243662087,2.239046887,0.025152866
65324,Scaffold240,202560,202905,10.49366966,0.518388197,0.231608268,2.238211107,0.025207292
21558,Scaffold1341,84569,85055,13.97009087,0.540002657,0.24126918,2.23817504,0.025209643
73510,Scaffold2678,130523,131299,23.13248465,0.542832056,0.242767377,2.236017309,0.025350637
81498,Scaffold3,2026001,2027417,91.05450672,0.430667658,0.192643955,2.235562794,0.025380424
107379,Scaffold454,177841,178534,15.32405629,0.542404572,0.242642514,2.235406169,0.025390695
121674,Scaffold57,1240537,1240974,10.92210841,0.525853915,0.235396088,2.233911024,0.025488928
51990,Scaffold20,1405823,1407232,97.67989123,0.435371453,0.194996216,2.232717443,0.025567583
106157,Scaffold4441,8836,9612,17.58868223,0.543794775,0.243651017,2.231859248,0.025624267
59448,Scaffold222,457961,459429,111.7272902,0.419511717,0.188086169,2.230422999,0.025719374
2760,Scaffold1030,69509,74572,375.9826184,0.311350372,0.139666031,2.229249095,0.025797336
136868,Scaffold724,105681,106866,76.12455862,0.464591834,0.208410006,2.229220388,0.025799245
143481,Scaffold806,243832,244812,34.84995354,0.527172802,0.236513111,2.228936903,0.025818103
25744,Scaffold142,194826,195225,15.33462409,0.536136026,0.240669145,2.227689073,0.025901256
11877,Scaffold118,467391,471405,295.469001,0.324748864,0.145780467,2.227656908,0.025903403
124008,Scaffold595,42999,44282,69.9357514,0.452528359,0.203145476,2.227607361,0.025906709
40463,Scaffold1733,129100,130777,60.97344275,0.469457416,0.210823663,2.226777624,0.02596214
36457,Scaffold1641,70633,70776,5.446352538,0.457554743,0.205560735,2.225885905,0.026021825
103558,Scaffold424,298687,299773,55.96958817,0.500290021,0.224890736,2.224591502,0.026108674
70313,Scaffold2568,45658,45851,7.497550653,0.492483685,0.221415268,2.224253501,0.026131393
8532,Scaffold1125,152039,152231,8.411165228,0.49761121,0.223961381,2.221861676,0.026292655
118618,Scaffold544,698032,700154,197.7347479,0.34404396,0.154935131,2.220567787,0.02638025
23062,Scaffold137,502663,503621,26.92581599,0.537070817,0.241933514,2.21991078,0.026424825
139468,Scaffold757,46999,47387,11.75087904,0.525407739,0.236775708,2.219010316,0.026486023
11323,Scaffold117,1000515,1001584,45.26319598,0.502736306,0.226858927,2.216074599,0.026686394
103210,Scaffold421,175541,176791,54.68509396,0.480511354,0.216834522,2.216027913,0.026689591
141236,Scaffold78,121033,121298,6.865193728,0.468718502,0.21161524,2.214956265,0.026763067
83000,Scaffold305,746261,747007,25.30217248,0.535542841,0.241891888,2.213976025,0.026830428
13096,Scaffold12,661627,662608,38.36453837,0.507383331,0.229256405,2.213169713,0.026885947
94682,Scaffold364,484395,490220,313.6786357,0.303560638,0.137351765,2.210096373,0.027098475
84254,Scaffold311,111935,114634,77.79098858,0.43744656,0.198003793,2.209283742,0.027154911
17156,Scaffold127,107987,108294,4.968601835,0.437409988,0.198028693,2.208821263,0.027187076
153142,Scaffold94,329030,329951,36.02422625,0.516426339,0.234156113,2.205478785,0.027420515
93342,Scaffold356,388954,394035,780.6896153,0.265441573,0.120450209,2.203745227,0.027542267
123580,Scaffold590,203798,204256,11.09700587,0.51985553,0.235904963,2.203665082,0.027547907
55414,Scaffold21,683686,684033,8.787387207,0.502361366,0.228001942,2.203320558,0.027572163
78940,Scaffold29,680934,682225,72.78870818,0.444755939,0.201912285,2.202718569,0.027614591
62770,Scaffold232,241293,242120,33.00672052,0.523293111,0.237571216,2.202678924,0.027617387
109873,Scaffold474,188164,189966,105.3702655,0.424327879,0.192660903,2.202459727,0.027632851
127702,Scaffold629,229879,231600,71.26744501,0.487570909,0.221422172,2.201996779,0.027665536
154598,Scaffold96,336117,337210,35.43911771,0.521390213,0.237072379,2.199287049,0.027857518
140503,Scaffold77,690797,691710,25.93518006,0.530917417,0.241461857,2.198763084,0.027894773
53517,Scaffold204,782190,785148,292.3920374,0.324137447,0.147496013,2.197601414,0.027977522
110492,Scaffold478,529543,531753,269.7294078,0.332999567,0.151549153,2.197304051,0.027998739
122606,Scaffold58,560374,561161,20.59919334,0.535427264,0.243685226,2.197208557,0.028005555
152932,Scaffold936,136202,136515,12.38100754,0.52260135,0.238241349,2.193579546,0.02826565
61276,Scaffold2277,39398,40350,28.01620107,0.527788496,0.240750918,2.192259537,0.028360772
147156,Scaffold858,422136,422685,26.65201427,0.527472898,0.240668659,2.191697499,0.028401356
56169,Scaffold212,350698,351048,11.61581557,0.518187891,0.236443749,2.191590574,0.028409083
19469,Scaffold1301,123872,125773,72.75538317,0.444915812,0.203080102,2.190839027,0.028463443
153987,Scaffold95,941725,943918,191.6912139,0.34433141,0.157181306,2.190663875,0.028476125
120515,Scaffold561,260862,261875,37.69291472,0.513215666,0.234343722,2.190012437,0.028523335
145557,Scaffold835,179828,181184,72.89359637,0.474351612,0.216637694,2.189607925,0.028552684
145732,Scaffold838,165360,178933,1112.610714,0.241336546,0.110250592,2.188981864,0.028598158
18001,Scaffold128,657385,657631,8.297865699,0.4941078,0.225845799,2.187810449,0.028683412
16106,Scaffold125,555433,555800,19.67043251,0.532205683,0.243342157,2.187067331,0.028737609
37507,Scaffold167,428559,429160,43.84322097,0.493902733,0.225873553,2.186633741,0.028769272
66566,Scaffold244,445955,446319,8.75252525,0.499341979,0.228377765,2.186473706,0.028780966
103152,Scaffold420,498474,500211,137.7250187,0.39574219,0.180995656,2.186473416,0.028780988
38924,Scaffold17,599255,599396,2.857913666,0.358972448,0.164194379,2.186265145,0.028796213
146970,Scaffold857,124318,125691,92.47774243,0.428319136,0.195981525,2.185507727,0.02885164
31081,Scaffold153,1136763,1137095,8.796552509,0.496647643,0.227285498,2.185126849,0.028879547
93312,Scaffold356,316679,317014,11.50588973,0.51659795,0.236454619,2.184765735,0.028906028
11676,Scaffold1177,164171,164844,26.1729281,0.52709289,0.24132126,2.184195828,0.028947861
25745,Scaffold142,195901,196224,12.43732785,0.520637345,0.238540112,2.182598731,0.029065373
42285,Scaffold178,109076,109595,18.2353354,0.531191348,0.243495023,2.181528564,0.029144344
61477,Scaffold2283,135550,136048,16.62049172,0.525432047,0.241070633,2.179577169,0.029288819
60330,Scaffold2246,76142,76824,33.00890725,0.519770117,0.23853972,2.178966742,0.029334139
81330,Scaffold3,1129824,1136575,608.0850067,0.276801194,0.127100009,2.177821987,0.029419292
93651,Scaffold358,68754,69433,21.18367003,0.530609425,0.243680274,2.17748206,0.029444619
149669,Scaffold890,206794,207207,10.20560958,0.503568391,0.231341802,2.176728916,0.0295008
124900,Scaffold602,150096,151258,97.51197768,0.42436002,0.194973416,2.176501946,0.029517748
66516,Scaffold244,188859,189743,35.89379378,0.516709228,0.237455313,2.176027238,0.029553224
49862,Scaffold1957,102488,103148,21.47523174,0.528960982,0.243235091,2.174690259,0.029653335
129764,Scaffold649,375612,375968,10.35374272,0.510842655,0.234925113,2.174491476,0.029668245
25949,Scaffold142,1115433,1117361,152.9622685,0.390376238,0.179555493,2.174125851,0.029695685
58175,Scaffold2186,14361,14598,4.346426666,0.420892446,0.193611315,2.173904178,0.029712332
32503,Scaffold156,88693,89279,21.03689134,0.528355456,0.243112204,2.173298781,0.029757837
153714,Scaffold947,65276,67902,109.8291818,0.431356539,0.198555146,2.172477254,0.029819683
32650,Scaffold1560,17100,18323,56.42775698,0.468240685,0.215717842,2.170616399,0.029960181
119632,Scaffold552,601779,602849,34.95419855,0.514629274,0.237228488,2.169340104,0.030056873
136593,Scaffold72,988143,989349,53.89246269,0.484617604,0.223485182,2.16845519,0.03012407
79709,Scaffold293,428948,429820,29.60444013,0.51727729,0.238673829,2.167297909,0.030212146
153150,Scaffold94,341794,345675,406.4176071,0.290443506,0.134109689,2.165716044,0.030332892
48566,Scaffold192,465987,466893,40.22015276,0.499597016,0.230721992,2.165363656,0.030359847
140155,Scaffold765,148761,150314,61.72218256,0.469136117,0.216658198,2.165328249,0.030362556
80607,Scaffold29708,117,379,6.848212799,0.470273791,0.217235566,2.164810297,0.030402216
37636,Scaffold1671,48137,48660,17.39870253,0.525570822,0.242781981,2.164785126,0.030404144
13104,Scaffold12,670877,672587,83.95277199,0.481887621,0.222719786,2.163649805,0.030491236
50898,Scaffold1985,128949,129134,9.315006414,0.493694402,0.228277578,2.162693354,0.030564773
126204,Scaffold615,91879,92800,35.47941359,0.502771511,0.232527767,2.162199882,0.030602773
108932,Scaffold4676,6719,6979,6.868690911,0.465718324,0.215410007,2.162008768,0.0306175
114589,Scaffold509,315382,318337,211.5170966,0.36296555,0.167899541,2.161801916,0.030633448
120141,Scaffold559,249566,251756,237.9270191,0.339305587,0.157027057,2.160809691,0.030710043
116121,Scaffold520,399855,400900,72.75475857,0.448934447,0.207813703,2.160273555,0.030751499
66230,Scaffold243,596609,596988,9.01547605,0.488110176,0.226012389,2.159661146,0.030798911
83195,Scaffold306,437541,438195,25.18531136,0.524524981,0.243071875,2.157900749,0.030935549
145293,Scaffold832,71318,71552,8.412340595,0.475269665,0.22024992,2.15786532,0.030938305
20598,Scaffold1322,101235,101757,14.62754343,0.519588684,0.240823182,2.157552603,0.030962633
113647,Scaffold50,1320059,1320302,8.235377274,0.485501789,0.225113441,2.156698363,0.031029175
137118,Scaffold727,160856,164459,275.6899626,0.319571627,0.14821255,2.156171169,0.031070302
138392,Scaffold743,202938,203584,22.4070193,0.524311729,0.2431867,2.156004948,0.031083279
32787,Scaffold1564,175153,175728,28.27803862,0.519673887,0.241079076,2.155615892,0.031113671
79486,Scaffold292,616652,616916,6.844381829,0.453815236,0.21059796,2.154889043,0.031170518
549,Scaffold10,1166184,1166414,7.329388581,0.469990254,0.218210543,2.15383843,0.031252845
102043,Scaffold411,418301,419893,129.5253176,0.384889883,0.178734952,2.153411398,0.031286361
116225,Scaffold521,2943,4364,178.7651407,0.382037735,0.177457834,2.152836684,0.031331516
23676,Scaffold138,368685,368914,5.443152689,0.438239557,0.20359257,2.152532168,0.031355465
51987,Scaffold20,1393715,1395795,84.63492034,0.425050648,0.19752171,2.15191863,0.031403764
7639,Scaffold111,177641,177787,3.819220424,0.394300994,0.183257008,2.151628455,0.031426629
3053,Scaffold1036,88792,89214,9.750436044,0.493947542,0.229653729,2.150836144,0.031489135
4515,Scaffold1060,53772,59017,445.2805112,0.288644798,0.134246095,2.150116895,0.03154597
106288,Scaffold4453,34294,35556,31.5725096,0.506751583,0.235779607,2.149259593,0.031613828
60141,Scaffold224,394329,395218,26.84399963,0.516627995,0.240570229,2.14751425,0.031752364
60013,Scaffold22361,7532,12027,305.4301393,0.305266206,0.14215252,2.14745547,0.031757039
37837,Scaffold1678,118737,119212,18.86388191,0.523146108,0.243643944,2.14717468,0.031779378
80568,Scaffold297,235926,237867,78.7387669,0.462418151,0.215558484,2.145209706,0.031936084
86054,Scaffold32,746891,747537,16.93874526,0.519390855,0.24227156,2.143837496,0.03204591
84913,Scaffold314,368711,368944,7.001395957,0.456275002,0.212939236,2.142747441,0.032133384
124495,Scaffold6,488003,490617,102.6742266,0.410979916,0.191838115,2.142326699,0.032167202
127491,Scaffold627,269975,271945,154.4420988,0.362215425,0.169086576,2.142189123,0.032178266
147153,Scaffold858,417311,418118,31.92698455,0.510637035,0.238463833,2.141360505,0.032244977
9173,Scaffold1134,176605,178023,109.1202806,0.410383161,0.191685671,2.140917253,0.032280712
126929,Scaffold620,101020,101543,16.3137512,0.520435244,0.243090239,2.140913783,0.032280991
91722,Scaffold347,406288,406704,9.159724203,0.487172952,0.22756759,2.14078354,0.032291498
47352,Scaffold1896,386322,387737,37.9180507,0.493709454,0.230693904,2.140106198,0.032346185
150575,Scaffold90,555419,556154,34.24493131,0.498011976,0.232865057,2.138629055,0.032465722
135518,Scaffold706,179571,183102,283.4739095,0.30687824,0.143559514,2.13763778,0.032546153
133637,Scaffold689,206874,207452,16.68225262,0.519379467,0.242982891,2.137514563,0.032556163
11052,Scaffold1165,121759,122348,24.30784877,0.519646129,0.243228104,2.136455947,0.032642268
136047,Scaffold712,173139,173849,22.92170417,0.520622448,0.24368989,2.136413817,0.032645699
19328,Scaffold130,426797,429139,121.587588,0.391252538,0.183141698,2.13633783,0.032651888
47024,Scaffold189,291055,292162,33.12466321,0.50091475,0.234514738,2.135962775,0.032682448
128336,Scaffold6329,27360,27733,3.38337783,0.368381794,0.172499531,2.135552438,0.032715912
112661,Scaffold496,34381,34989,27.52950409,0.513239165,0.240359891,2.135294548,0.032736958
16424,Scaffold1256,125578,125889,9.203730183,0.488425153,0.228756801,2.135128444,0.03275052
136140,Scaffold713,295767,297399,194.2119864,0.336966941,0.15785789,2.134622106,0.03279189
81214,Scaffold3,275262,276068,45.19799064,0.484619998,0.227050632,2.134413785,0.032808924
60429,Scaffold225,234207,234555,5.951135364,0.444156073,0.208104808,2.134290297,0.032819025
63498,Scaffold234,627927,628795,28.25885951,0.515500045,0.241649839,2.133252178,0.032904045
29465,Scaffold1498,92659,93585,31.47772969,0.503951657,0.236624223,2.129755144,0.033191834
134181,Scaffold694,157466,158101,17.09128125,0.518405567,0.243563468,2.128420862,0.033302205
69537,Scaffold254,116544,117003,19.02057282,0.516653717,0.242785363,2.12802663,0.033334876
23549,Scaffold1379,178193,178276,3.196377521,0.370697645,0.174209369,2.12788582,0.033346552
50633,Scaffold198,233168,233602,14.65281758,0.510945932,0.240164094,2.127486765,0.03337966
100110,Scaffold4,313796,314668,26.48751744,0.511680456,0.24080043,2.124915043,0.033593703
45893,Scaffold186,860598,861102,12.05064131,0.501574084,0.236047266,2.124888339,0.033595931
44247,Scaffold182,509901,510645,42.95413792,0.486565682,0.229069565,2.124095716,0.033662141
65183,Scaffold24,532461,533602,31.95705602,0.504157002,0.237447925,2.123231874,0.033734426
38964,Scaffold17,941578,947900,428.5464705,0.294488365,0.138790425,2.121820478,0.033852816
12350,Scaffold1188,107383,115114,479.672729,0.299438405,0.141131883,2.12169212,0.033863601
95560,Scaffold37,634455,635804,39.04705574,0.491994579,0.231900863,2.121572873,0.033873622
106287,Scaffold4453,33690,34141,12.16628609,0.505167408,0.238170683,2.121031025,0.033919192
126237,Scaffold615,196153,198300,374.3776671,0.308668377,0.145577557,2.120301945,0.03398059
116122,Scaffold520,401229,401913,45.51538822,0.487455559,0.230014614,2.119237344,0.034070414
151952,Scaffold92,362317,363374,32.16286662,0.505612381,0.238607383,2.119013981,0.034089285
128819,Scaffold637,156055,157388,40.80603511,0.488524244,0.230911147,2.115637333,0.034375664
131526,Scaffold665,132866,134607,153.9048599,0.390490186,0.184578316,2.115579959,0.034380548
131363,Scaffold663,119837,119991,6.152692644,0.4509879,0.213270729,2.11462634,0.034461807
133636,Scaffold689,196590,197279,38.62334901,0.490834032,0.232120939,2.114561637,0.034467326
127701,Scaffold629,229261,229666,16.56313312,0.51337712,0.24280511,2.114358798,0.034484634
62510,Scaffold231,349833,352348,224.8433037,0.326130254,0.154258934,2.114174168,0.034500394
8759,Scaffold113,339033,340380,77.96211573,0.470359687,0.222487464,2.114095228,0.034507135
85518,Scaffold317,667976,668592,27.54997759,0.507930537,0.240356455,2.113238597,0.034580351
127505,Scaffold627,293074,293786,21.40820133,0.514801587,0.243645609,2.112911411,0.034608351
47103,Scaffold189,655387,657712,166.0883433,0.366374207,0.17344415,2.112346865,0.034656709
34171,Scaffold16,187703,188412,21.51732847,0.51345515,0.243209947,2.11116016,0.034758548
5077,Scaffold107,281081,281284,7.398459374,0.462201753,0.21896842,2.110814668,0.034788245
49617,Scaffold195,529580,533331,296.6975785,0.321330147,0.152234302,2.110760472,0.034792905
92536,Scaffold352,82971,83907,54.22558483,0.459515588,0.217722651,2.110554807,0.034810596
139690,Scaffold76,266513,270163,318.9501409,0.323240637,0.153205094,2.10985567,0.03487079
54444,Scaffold207,342758,343219,16.03952509,0.512684504,0.243152341,2.10849092,0.034988547
81497,Scaffold3,2021452,2025890,360.0450027,0.289455938,0.13728896,2.108370095,0.034998989
105191,Scaffold438,77028,77395,17.08343013,0.511920536,0.242835617,2.108094943,0.035022778
75363,Scaffold2753,78273,79245,41.21816289,0.482572337,0.229010545,2.10720575,0.035099749
70655,Scaffold258,321317,324212,457.1004537,0.270552246,0.128483217,2.105739972,0.035226946
96825,Scaffold378,253753,254095,6.266508067,0.446955516,0.212371836,2.104589404,0.035327065
19350,Scaffold130,536699,537292,22.31337568,0.510525382,0.242875886,2.102001112,0.035553178
26388,Scaffold143,434446,434544,3.226740054,0.366157692,0.174372187,2.099862929,0.035740901
106969,Scaffold451,127159,128135,29.94178579,0.502881486,0.239492425,2.099780336,0.035748169
80588,Scaffold297,298225,300456,70.14248165,0.449042171,0.214074133,2.097601265,0.035940383
156237,Scaffold985,212938,214811,77.63306253,0.434773867,0.207304844,2.097268248,0.035969836
73755,Scaffold269,303126,303950,45.41453104,0.470676696,0.22449087,2.096640708,0.036025393
154921,Scaffold964,317976,318101,4.954626349,0.411153976,0.196162522,2.095986387,0.036083399
32533,Scaffold156,173815,176131,177.3646509,0.348866889,0.166663806,2.093237259,0.03632798
3658,Scaffold1047,255605,256092,13.75055329,0.496273078,0.237097574,2.093117487,0.036338668
29553,Scaffold15,512128,512430,8.901985593,0.475390304,0.227129548,2.093035924,0.036345948
